acworth,1400.0
alexandria,900.0
allenstown,1350.0
alstead,1100.0
alton,1200.0
amesbury,1700.0
amherst,2325.0
antrim,590.0
anywhere,3500.0
arlingtonstreet,1450.0
ashland,868.5
barnstead,1600.0
barre,795.0
bartlett,1200.0
bedford,1050.0
belmont,1450.0
bennington,950.0
berlin,725.0
bethlehem,550.0
boscawen,999.0
bow,1470.0
bradford,1500.0
bristol,1512.5
broadwayave,1595.0
brookline,2485.0
campton,1200.0
canaan,1050.0
candia,1722.5
canterbury,2400.0
charlestown,599.0
chelsea,2600.0
chester,1800.0
chesterfield,1025.0
chichester,1725.0
claremont,1000.0
clintonmaine,1000.0
colebrook,512.5
concord,1035.0
conway,1200.0
cornish,975.0
deerfield,1000.0
derry,1412.5
dover,1475.0
dublin,1397.5
dunbarton,1522.5
durham,900.0
effingham,1250.0
enfield,1100.0
epping,1295.0
exeter,1675.0
farmington,995.0
fletcherst,1200.0
franconia,750.0
franklin,1062.5
fremont,1900.0
gilford,1100.0
gilford.,1300.0
gilmanton,1800.0
gilsum,1950.0
glassfordln,2500.0
goffstown,1150.0
gorham,775.0
goshen,1450.0
greenville,725.0
hampstead,1850.0
hampton,1450.0
hancock,1697.5
hanover,1289.0
haverhill,1350.0
henniker,1200.0
hillsboro,850.0
hillsborough,749.0
holderness,1022.5
hollis,1500.0
hookett,1589.0
hooksett,1400.0
hudson,1500.0
intervale,1091.5
jaffrey,947.5
jeffereson,675.0
keene,1099.5
laconia,1255.0
lancaster,600.0
landaff,775.0
laurelst,1050.0
lawrence,2500.0
lebanon,2000.0
lee,1055.0
lilacln,1025.0
lincoln,1300.0
lisbon,987.5
litchfield,1580.0
littleton,812.5
logstreet,850.0
londonderry,1700.0
loudon,1490.0
lyme,1100.0
madison,2425.0
mainst,1500.0
manchester,1429.0
maplehurstave,2000.0
maplest,1250.0
marbleheadrd,3000.0
marlborough,1012.5
mason,2595.0
mcgregorparkarea,1450.0
meredith,906.0
meredithneckrdmeredith,1500.0
merrimack,1375.0
methuen,1420.0
milan,700.0
milford,1269.0
mont vernon,2250.0
mortonst,1350.0
moultonborough,1250.0
munsonvillecornis,1250.0
nahsua,1795.0
nash,1600.0
nashu,1397.5
nashua,1639.5
nashus,1522.5
new boston,2200.0
newboston,1950.0
newfields,2495.0
newipswich,1750.0
newlondon,1275.0
newmarket,1650.0
newport,1122.5
newton,695.0
northend,1600.0
northfield,1175.0
northwood,1800.0
nottingham,2000.0
oceanblvd,1800.0
ossipee,962.5
pelham,1375.0
pembroke,1225.0
penacook,1255.0
pepperellma,1650.0
peterborough,995.0
pittsfield,1550.0
plaistow,975.0
plymouth,3450.0
portsmouth,1960.0
raymond,1500.0
revere,2000.0
rindge,1500.0
rochester,1250.0
rollinsford,1022.5
roxburyst.,1300.0
royalridge,1508.0
rumfordstreet,1375.0
rye,1775.0
salem,1900.0
salisbury,1375.0
salisburyma,1100.0
sanbornton,1650.0
sandown,1213.0
sanford,1300.0
sanfordmaine,1100.0
scarborough,1400.0
seabrook,1595.0
seacoast,850.0
somersworth,1047.5
southberwick,1600.0
spofford,1087.5
stoddard,1275.0
strafford,1600.0
stratham,1200.0
sunapee,1650.0
surry,1700.0
sutton,1000.0
swanzey,1255.0
tamworth,637.5
temple,1747.5
thetford,1200.0
thornton,1325.0
tilton,1250.0
tuftonboro,800.0
wakefield,1450.0
walnutst,1250.0
walpole,842.5
warner,900.0
washington,1325.0
weare,1000.0
westside,825.0
whitefield,900.0
wilder,895.0
wilton,1400.0
windham,2775.0
wolfeboro,1045.0
